iter	Logloss
812	0.001528299172
813	0.001525180234
814	0.001522072802
815	0.001518976815
816	0.001515892213
817	0.001512818939
818	0.001509756934
819	0.00150670614
820	0.001503666499
821	0.001500637953
822	0.001497620446
823	0.001494613921
824	0.001491618322
825	0.001488633593
826	0.001485659679
827	0.001482696525
828	0.001479744075
829	0.001476802275
830	0.001473871072
831	0.001470950411
832	0.00146804024
833	0.001465140504
834	0.001462251152
835	0.001459372132
836	0.00145650339
837	0.001453644876
838	0.001450796538
839	0.001447958325
840	0.001445130187
841	0.001442312072
842	0.001439503932
843	0.001436705716
844	0.001433917374
845	0.001431138859
846	0.001428370121
847	0.001425611111
848	0.001422861781
849	0.001420122084
850	0.001417391971
851	0.001414671397
852	0.001411960312
853	0.001409258672
854	0.00140656643
855	0.001403883539
856	0.001401209953
857	0.001398545628
858	0.001395890517
859	0.001393244577
860	0.001390607762
861	0.001387980027
862	0.00138536133
863	0.001382751625
864	0.00138015087
865	0.00137755902
866	0.001374976034
867	0.001372401867
868	0.001369836478
869	0.001367279825
870	0.001364731865
871	0.001362192557
872	0.001359661858
873	0.001357139729
874	0.001354626128
875	0.001352121013
876	0.001349624346
877	0.001347136085
878	0.001344656191
879	0.001342184623
880	0.001339721342
881	0.00133726631
882	0.001334819486
883	0.001332380833
884	0.001329950311
885	0.001327527883
886	0.001325113509
887	0.001322707153
888	0.001320308777
889	0.001317918343
890	0.001315535813
891	0.001313161152
892	0.001310794322
893	0.001308435287
894	0.001306084011
895	0.001303740456
896	0.001301404589
897	0.001299076372
898	0.00129675577
899	0.001294442748
900	0.001292137272
901	0.001289839306
902	0.001287548815
903	0.001285265765
904	0.001282990123
905	0.001280721853
906	0.001278460922
907	0.001276207297
908	0.001273960944
909	0.00127172183
910	0.001269489921
911	0.001267265185
912	0.00126504759
913	0.001262837102
914	0.00126063369
915	0.001258437321
916	0.001256247964
917	0.001254065587
918	0.001251890158
919	0.001249721646
920	0.001247560019
921	0.001245405248
922	0.0012432573
923	0.001241116146
924	0.001238981754
925	0.001236854095
926	0.001234733138
927	0.001232618854
928	0.001230511213
929	0.001228410185
930	0.00122631574
931	0.00122422785
932	0.001222146485
933	0.001220071617
934	0.001218003216
935	0.001215941254
936	0.001213885703
937	0.001211836534
938	0.001209793719
939	0.001207757231
940	0.00120572704
941	0.001203703121
942	0.001201685445
943	0.001199673985
944	0.001197668713
945	0.001195669603
946	0.001193676628
947	0.001191689761
948	0.001189708976
949	0.001187734245
950	0.001185765544
951	0.001183802845
952	0.001181846122
953	0.00117989535
954	0.001177950504
955	0.001176011556
956	0.001174078483
957	0.001172151259
958	0.001170229858
959	0.001168314255
960	0.001166404427
961	0.001164500347
962	0.001162601992
963	0.001160709337
964	0.001158822357
965	0.001156941029
966	0.001155065328
967	0.00115319523
968	0.001151330712
969	0.00114947175
970	0.00114761832
971	0.001145770399
972	0.001143927964
973	0.001142090991
974	0.001140259458
975	0.001138433341
976	0.001136612618
977	0.001134797266
978	0.001132987263
979	0.001131182585
980	0.001129383212
981	0.00112758912
982	0.001125800287
983	0.001124016693
984	0.001122238314
985	0.001120465128
986	0.001118697116
987	0.001116934254
988	0.001115176522
989	0.001113423898
990	0.001111676362
991	0.001109933892
992	0.001108196466
993	0.001106464066
994	0.001104736669
995	0.001103014255
996	0.001101296804
997	0.001099584295
998	0.001097876708
999	0.001096174024
